,Event_Timestamp,Tag_Id,Tag_Name,Tag_desc
0,06-05-2022 21:58,35974,L_R1_ODG_AUX_B07,R1 ODG AUX output B07
1,06-05-2022 21:58,35974,L_R1_ODG_AUX_B07,R1 ODG AUX output B07
2,06-05-2022 21:58,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT (%)
3,06-05-2022 21:59,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT (%)
4,06-05-2022 21:59,35974,L_R1_ODG_AUX_B07,R1 ODG AUX output B07
5,06-05-2022 21:59,35974,L_R1_ODG_AUX_B07,R1 ODG AUX output B07
6,06-05-2022 21:59,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT (%)
